title,publishedAt,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
"EPIC: The Musical - SAGAS 1-8 The Vengeance Saga release party","2024-10-31T04:00:16Z","Jorge Rivera-Herrans","Entertainment","""[none]""","56.6","none","1151825","96179","5417","577000","0.08820437132376881","231923578","Unknown"
"Planet X Returns! - Part 2","2024-11-02T15:00:07Z","SolarBalls","Education","""solarballs|solarball|cosmos|scifi|sci fi|space|galaxy|solar system|animation|fun|comedy|space animation|cartoon|shut up cartoons planets|shut up planet cartoon|spaceball|spaceballs|space balls|moon|moons|earth|luna|sun|planet X|big bang|the big bang|big bang theory""","8.05","none","495936","27858","4281","1480000","0.06480473286875726","309814902","GB"
"How Big Can Godzilla Get?","2024-11-01T01:00:16Z","EYstreem","Gaming","""Eystreem|eyestream|eystream|minecraft|roleplay|funny|troll|prank|secret|hidden|tutorial|minecraft phone|minecraft bedrock edition|How big can godzilla get|Minecraft but I become godzilla|fighting godzilla in minecraft|pranking my friend in minecraft|pranking my friend with godzilla in minecraft|minecraft ultimate boss|modded minecraft|I fooled my friends with godzilla in minecraft""","23.4","none","2208503","34735","2127","11100000","0.016690944046713996","4127966322","AU"
"Roman Reigns is BACK with Jey and Jimmy Uso! | WWE SmackDown Highlights 11/1/24 | WWE on USA","2024-11-02T01:17:21Z","WWE on USA","Sports","""WWE|WWE Smackdown|WWE Smackdown Highlights|WWE Smackdown Highlights Today|WWE Smackdown Highlights This Week|WWE Smackdown Full Show|WWE Smackdown Full Match|Roman Reigns|Jey Uso|Jimmy Uso|Big Jim Uso|The Bloodline|Solo Sikoa|Jacob Fatu|Tama Tonga|Tonga Loa|SMACKDOWN|SMACKDOWN HIGHLIGHTS|smackdown|smackdown highlights|FULL MATCH|full match|FULL SHOW|full show|WWE HIGHLIGHTS|WWE smackdown|WWW SMACKDOWN|Roman Reigns is BACK with Jey and Jimmy Uso""","10.37","none","896329","28545","2307","624000","0.03442039697477154","385736140","Unknown"
"Six Hundred Strike","2024-10-30T10:02:56Z","Jorge Rivera-Herrans - Topic","Music","""Jorge Rivera-Herrans|Steven Rodriguez|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Six Hundred Strike""","3.53","none","1580241","42170","5226","45400","0.029992893489031103","137208320","Unknown"
"Halloween Special: Mummies!","2024-10-31T15:00:28Z","Overly Sarcastic Productions","Education","""Funny|Summary|OSP|Overly Sarcastic Productions|Analysis|Literary Analysis|Myths|Legends|Classics|Literature|Stories|Storytelling|History|Mythology""","47.9","none","515152","40534","3340","2370000","0.08516709631332112","751678103","US"
"FINAL FANTASY XIV Patch 7.1 - Crossroads","2024-11-01T11:03:22Z","FINAL FANTASY XIV","Gaming","""FF14|FFXIV|Final Fantasy XIV (Video Game)|ファイナルファンタジー|MMO|スクウェア・エニックス|スクエニ|SQUARE ENIX|漆黒のヴィランズ|Shadowbringers|暁月のフィナーレ|Endwalker|黄金のレガシー|Dawntrail""","3.43","none","119755","0","0","700000","0.0","297725106","JP"
"skibidi toilet multiverse 043","2024-11-02T12:59:45Z","DOM Studio","Film & Animation","""skibidi|skibidi toilet|skibidi dom dom yes yes|Cameraman|Speakerman|tvman|Clockman|Drillman|Camera man|Speaker man|Tv man|Clock man|Titan Cameraman|Titan Tvman|skibidibopyesyesyes|TV show|Sfm|Blender|movie|war documentary|fiction|Secret episode|secret|New episode|Business|Skibidi multiverse|multiverse|Skibidi toilet multiverse|Horror|action|comedy|prank|Fortnite|worst|Best|Mrbeast|Challenge|surprise|Titan Speakerman|Titan Clockman|Titan Drillman|Anime|what""","5.05","none","3714578","172284","9530","10700000","0.048946071397612326","3654137444","GB"
"NickEh30 reacts to Fortnite Remix Live Event!","2024-11-02T05:26:50Z","Nick Eh 30","Gaming","""fortnite|fortnite gameplay|fortnite battle royale|fortnite funny moments|fortnite new update|fortnite victory royale|Fortnite Item Shop|Fortnite funny|Fortnite tips|Fortnite Update|Fortnite How To Win|Fortnite how to play|Fortnite Victory Royale|Fortnite tournament|fortnite best moments|Fortnite event|Nick eh 30|FORTNITE new map|Fortnite live|Fortnite nick eh 30|fortnite new season|Fortnite Chapter 5|Fortnite chapter 5 season 4|Fortnite season 4""","15.22","none","890400","15319","1196","8190000","0.018547843665768195","1480347452","CA"
"Reload Desert Drop: New Map, Solos, and More","2024-11-01T22:43:59Z","Fortnite","Gaming","""yt:cc=on""","0.5","none","3354529","43767","2655","12700000","0.013838604465783423","2868172453","US"
"The Weeknd - São Paulo feat. Anitta (Official Music Video)","2024-10-31T00:00:07Z","TheWeekndVEVO","Music","""The Weeknd|Anitta|XO Republic Records""","3.5","none","9187537","408756","70229","10400000","0.05213421181324222","20247594452","CA"
"HIGHLIGHTS | All Blacks XV v Munster | 2024 (Limerick)","2024-11-02T21:40:28Z","All Blacks","Sports","""All Blacks|New Zealand Rugby|Rugby|Rugby Union""","12.02","none","421339","4009","765","964000","0.011330543813888578","406932880","NZ"
"Tyler, The Creator - Chromakopia ALBUM REVIEW","2024-10-31T04:18:05Z","theneedledrop","Music","""album|review|music|reviews|indie|new|lyrics|listen|track|concert|live|update|the needle drop|anthony fantano|vlog|talk|discussion|music nerd|song|tyler the creator|rap|hip hop|noid|st chroma|reaction""","18.68","none","1290688","56046","4827","2940000","0.04716321837655576","1072151738","Unknown"
"Houston Texans vs. New York Jets Game Highlights | NFL 2024 Season Week 9","2024-11-01T03:44:50Z","NFL","Sports","""[none]""","12.37","none","2200130","24043","3129","13400000","0.01235017930758637","10938454264","Unknown"
"The Nightmare in the Tunnels (#20)","2024-10-31T21:43:40Z","Settled","Gaming","""Mory|Morytania|Area|Maxing|Max|OSRS|UIM|End|Game|Ultimate|Ironman|Old|School|Runescape|RS3|Settled|Settledrs|Progress|Video|Tricks|Tips|Bossing|Skilling|2007|2007Scape|Dream|Gear|Items|Boss|Episode|Settled UIM|UIM Settled|OSRS Settled|Morytania UIM|Morytania Ironman|Mory Ironman|Maxed UIM|UIM Maxing""","16.17","none","397718","25735","1096","721000","0.06746237283703528","127141970","US"
"Lady Gaga - Disease (Official Music Video)","2024-10-30T01:00:34Z","LadyGagaVEVO","Music","""Lady Gaga|Interscope Records|Pop""","4.37","none","9144422","509013","48304","8890000","0.06094611556640759","15218947423","US"
"Get in the Water","2024-10-30T10:01:56Z","Jorge Rivera-Herrans - Topic","Music","""Jorge Rivera-Herrans|Steven Rodriguez|Steven Dookie|Armando Julián|Wanda Herrans|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Get in the Water""","3.68","none","1294077","35380","1504","45400","0.028502167954457116","137208320","Unknown"
"Bobby Lashley comes face-to-face with Swerve Strickland at FRIGHT NIGHT! | 10/30/24, AEW Dynamite","2024-10-31T02:30:16Z","All Elite Wrestling","Sports","""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew zero hour|aew buy in|AEW TV|swerve strickland|shelton benjamin|prince nana|mvp|mvp aew|shelton benjamin aew|bobby lashley|bobby lashley aew|bobby lashley aew debut|aew fight forever""","11.6","none","1526268","38927","3766","4250000","0.02797215167978363","2379797235","US"
"Have the coziest November in Hay Day","2024-10-31T07:50:00Z","Hay Day","Gaming","""Hay Day|HayDay|Supercell|Suprcell|Farming|Farm life|mobile|tablet|mobile game|game|yt:cc=on|ios|android|amazon|series|farmer|pig|horse|cow|sheep|goat|puppy|dog|kitten|cat|fishing|sanctuary|elephant|zebra|giraffe|hippo""","1.98","none","1099945","18702","864","2250000","0.017788162135379496","321386826","FI"
"Alemán, Gera MX - Como Pacman (Video Oficial)","2024-10-31T00:00:07Z","AlemanVEVO","Music","""aleman|gera mx|pacman|como pacman|video como pacman|video oficial pacman|rich mafia|rich vagos|rap en español|hiphop|rap|rap mexa|rap mexicano|gera mx aleman rich mafia|video aleman|video gera mx|rap mexicano 2024|arena hip hop|rap mexa para el gym|rap malandro|lo mejor del rap mexicano|mucho rap|rich mafia volumen|rich mafia vol|batman|cartman|southpark|mad max|pulpfiction|breaking bad|Homegrown Mafia|fear and loathing in las vegas""","3.28","none","2144305","125492","3870","183000","0.060328171598723127","98164372","Unknown"
"Unc & Ocho in DISBELIEF over Tom Brady post after Gisele pregnancy announcement 😱 | Nightcap","2024-11-01T13:00:17Z","Nightcap","Sports","""Nightcap|Shannon Sharpe|Ochocinco|Chad Johnson|Chad Ochocinco|Club Shay Shay|Nightcap Podcast|Shannon Sharpe Podcast|Ochocinco Podcast""","10.65","none","401114","8547","2318","1540000","0.02708706253085158","450874060","US"
"Jimmy Fallon Gets Spooked By Spicy Wings | Hot Ones","2024-10-31T15:00:03Z","First We Feast","Entertainment","""First we feast|fwf|firstwefeast|food|food porn|cook|cooking|chef|recipe|cocktail|bartender|craft beer|spicy food|foodie|burgers|food documentary|PETER DINKLAGE|venom|venom last dance|kevin feige|marvel|mcu|sony marvel|spiderman|tom holland""","24.4","none","2176714","88617","3651","14100000","0.04238866474879107","4155582963","Unknown"
"São Paulo","2024-10-31T00:04:07Z","The Weeknd - Topic","Music","""The Weeknd|ザウィークエンド|ザ・ウィークエンド|Anitta|アニッタ|São Paulo""","5.03","none","1698967","59349","958","255000","0.035496275089510275","6588005805","Unknown"
"Marvel Studios | Look Ahead | Disney+","2024-10-30T13:30:06Z","Marvel Entertainment","Entertainment","""marvel|comics""","1.88","none","1897896","83051","5054","21000000","0.04642245939714294","6258764596","US"
"*NEW* Fortnite Chapter 2 REMIX Battle Pass! (Free Juice WRLD)","2024-11-02T07:26:00Z","Ali-A","Gaming","""fortnite chapter 2 remix battle pass|fortnite chapter 2 remix|fortnite chapter 2 remix battlepass|fortnite chapter 2|fortnite og 2 battle pass|fortnite og 2 battlepass|fortnite battle pass|fortnite|chapter 2|remix|battle pass|alia|ali a|new|juice wrld|snoop dog|ice spice|free|fortnite juice wrld|fortnite snoop dog|fortnite ice spice""","8.23","none","409500","7424","524","19200000","0.019409035409035408","6671069860","GB"
"MAKE THEM BELIEVE | T1 vs BLG: The Grand Finals |  Worlds 2024","2024-11-02T08:32:37Z","LoL Esports","Gaming","""Worlds 2024|worlds|league of legends|worlds league of legends|worlds 2024|esports|lck|lcs|lpl|cblol|lla|lec|pcs|vcs|swiss stage|worlds 2024 league of legends|lol esports|lol 2024|lol worlds 2024""","7.18","none","1567009","65421","4076","3770000","0.04435009626619885","1229896314","Unknown"
"This was one of the BIGGEST CHOKES EVER in the World Series...","2024-10-31T06:29:00Z","Gomer Simpson ","Gaming","""GomesDaLegend|MLB 23|MLB The Show 23|What To Do First MLB 23|MLB 23 Tips|Make Stubs Fast MLB 23|MLB 23 Gameplay|MLB 23 New Features|MLB 23 News|Market Tips MLB 23|New Legends MLB 23|Free Packs MLB 23|Fast XP MLB 23|Best XP Method MLB 23|Ballplayer Tips MLB|No Money Spent MLB|MLB 23 Tier List|Best Cards MLB 23|MLB 23 NMS|Battle Royale MLB|Ranked Seasons MLB|MLB Pack Opening|NMS MLB The Show|Baseball|MLB|PS5|XBOX|Gaming|Sports""","7.0","none","571664","8405","3034","13000","0.020010005877578438","5449406","US"
"Yeat & Quavo - 5BRAZY [Official Music Video]","2024-10-30T17:45:03Z","Yeat Music","Music","""yeat|summrs|lyfestyle|go2work|go to work|lyfe|afterlyfe|quavo|migos|offset|travis scott|huncho jack""","3.37","none","1065501","74533","4172","1320000","0.07386665990928211","751772058","US"
"Lil Uzi Vert - We Good [Official Audio]","2024-11-01T04:00:53Z","LIL UZI VERT","Music","""Lil|Uzi|Vert|Lil Uzi Vert|Eternal Atake|Money Longer|LUV|Futsal Shuffle|That Way|Sanguine Paradise|XO Tour Life|XO Tour Llif3|Luv Is Rage|Luv is Rage 2|The Perfect LUV Tape|Worldstar|Akadmiks|Philly|Rap|Hip Hop|Atlantic Records|Generation Now|Roc Nation|nwE_BsjBSUw|New Patek|Je2OItlb4pY/edit|PLUTO X BABY PLUTO|PLUTO|Lil Uzi Vert Future|Lil Uzi Vert Future Pluto x Baby Pluto|Future|Future Pluto|Lil Uzi Pluto x Baby Pluto|Baby Pluto""","2.1","none","446183","16533","1196","9840000","0.03973481732831596","5168439853","Unknown"
"Yankees Lose the 2024 World Series | 1141","2024-10-31T06:00:31Z","Talkin' Yanks","Sports","""yankees|new york yankees|talkin yanks|talkin yanks podcast|jomboy yankees|jomboy|jomboy media|jomboy videos|podcast|baseball|mlb|major league baseball|talkin' yanks|talkin' yanks podcast|yanks|yankees podcast|mlb podcast|baseball podcast|jomboy podcast|aaron boone|steinbrenner|brian cashman|new york""","23.53","none","204223","5079","2873","99200","0.038937827766706005","37835183","US"
"Megan Moroney - Am I Okay? (Official Video)","2024-10-30T16:00:06Z","MeganMoroneyVEVO","Music","""Megan moroney|tennessee orange|met somebody and he's got blue eyes|He opens the door and he don't make me cry|Tonight you’re lucky I’m drinking|Kansas Anymore|Another on the Way|Why Johnny|Girl In The Mirror|God Plays Gibson|Georgia Girl|Sleep on My Side|Mustang or Me|Sad Songs for Sad People|I'm Not Pretty|Lucky|Traitor Joe|Just ‘cause something’s good don’t mean it lasts|By fall we fell apart and just like that""","3.93","none","318615","7920","291","8320","0.025770914740360622","64631663","Unknown"
"BABYMONSTER - 'CLIK CLAK' M/V","2024-10-30T04:00:02Z","BABYMONSTER","People & Blogs","""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA""","2.92","none","45530414","1182741","57531","7320000","0.027240516635759122","2916580217","KR"
"Nintendo Music – Announcement Trailer","2024-10-30T22:04:08Z","Nintendo of America","Gaming","""nintendo|game|gameplay|fun|video game|action|adventure|rpg|play|switch|nintendo switch""","2.47","none","1301098","81630","15587","9620000","0.07471919870755316","3605783113","US"
"Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)","2024-10-30T01:00:22Z","Bruno Mars","Music","""bruno mars|bruno|atlantic records|official video|pop music|R&B|funk|soul|bruno mars lady gaga|bruno mars lady gaga die with a smile|die with a smile|lady gaga bruno mars live|die with a smile live|lady gaga die with a smile|bruno mars die with a smile""","4.7","none","10636037","348936","11659","39100000","0.03390313516209092","21888905651","Unknown"
"Denzel Curry, LAZER DIM 700 & Bktherula - Still In The Paint (Official Music Video)","2024-10-30T02:00:06Z","Lyrical Lemonade","Music","""waka flocka flame song|waka flocka lazer dim|lazer dim|denzel curry|zeltron|LAZER DIM 700|train music videos|subway music videos|lyrical lemonade music video|AMD Visuals|AMD music video|BK music video|hard in the paint music video|atlanta music videos|waka flocka flame music video|LAZER DIM music video""","4.35","none","1073105","94088","3949","22600000","0.09135825478401462","11823240866","US"
"“Touch” Halloween Special Performance | KATSEYE","2024-10-30T15:02:37Z","KATSEYE","Music","""[none]""","2.7","none","2624844","178697","5216","900000","0.0700662591757834","307148492","Unknown"
"Deliver Justice! Clash of Clans New Season","2024-10-31T13:00:17Z","Clash of Clans","Gaming","""clash of clans|COC|Clash of Clans Gameplay|Clash of Clans Strategy|Clash of Clans Animation|Clash of Clans Commercial|Clash of Clans Attacks|Clash of Clans Town Hall|Hog Rider|PEKKA|Clan Wars|season challenges|clan war leagues|clash on|clan game|clan games|clash-a-rama|clasharama|justice|justice season|war machine scenery|Judgment King|Justice Queen|Grand Judge|Justice Scenery|clash of clans new season|clash season|hammer jam""","1.02","none","462313","15687","1319","20900000","0.036784602639337416","4704219063","Unknown"
"Pure CHAOS! Jon Moxley, AEW World Champion, responds to Orange Cassidy! | 10/30/24, AEW Dynamite","2024-10-31T02:15:00Z","All Elite Wrestling","Sports","""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|aew on tnt|aew road to|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew rampage highlights|aew zero hour|aew buy in|AEW TV|jon moxley|pac|claudio castagnoli|marina shafir|wheeler yuta|orange cassidy|private party""","9.57","none","610010","12781","1110","4250000","0.02277175784003541","2379797235","US"
"MacBook Pro Announcement - October 30","2024-10-30T15:11:07Z","Apple","Science & Technology","""Apple|Apple announcement|keynote|MacBook Pro announcement|MacBook Pro|Apple Intelligence|October 2024""","16.88","none","23126166","70655","0","19800000","0.0030551973033489427","1199309524","US"
"JUJU HAS IT ALL! | Brawl Stars Animation","2024-10-30T07:09:09Z","Brawl Stars","Gaming","""brawl stars|mobile game|mobile strategy game|mobile rpg|mobile battle royale|battle royale|supercell game|juju|brawler|brawl talk|spike|amber|colette|champion|hero|voodoo|doll""","0.88","none","7699039","214933","10677","20600000","0.029303657248651423","2941932208","FI"
"Twenty One Pilots - Routines In The Night (Concert Film)","2024-10-30T17:00:06Z","twenty one pilots","Music","""twenty one pilots|twenty one pilots official|the clancy world tour|twenty one pilots live|tyler performing in pit|twenty one pilots show|clancy tour|clancy tour columbus|routines in the night live|twenty one pilots with fans|clancy album|nationwide arena|twenty one pilots hometown show|clancy live|21 pilots tour|21 pilots live|21pilots|tyler joseph|clancy tour live|clancy tour audience|twenty one pilots tv|overcompensate|i am clancy|next semester""","3.42","none","598566","64155","2807","13600000","0.11187070431665012","6203996840","US"
"Please Stop Making Venom Movies","2024-10-30T22:26:27Z","The Cosmonaut Variety Hour","Entertainment","""[none]""","8.38","none","396291","23436","1663","1420000","0.06333477167031298","349480806","US"
"OPENING MY SIDEMEN SUNDAY PRESENT!","2024-10-30T19:05:59Z","Miniminter","Entertainment","""simon|sidemen|miniminter|mm7games|random|vlog""","19.93","none","1589658","57062","640","10400000","0.036298373612437394","4112040757","Unknown"
"Can I Break A Professional Course Record In One Try?","2024-10-30T19:42:35Z","Bryson DeChambeau","Sports","""bryson dechambeau|break 50|golf|golfing|golf match|pro golfer|bryson break 50|bryson dechambeau golf|bryson dechambeau highlights|Can I Break A Professional Course Record In One Try?|course record|public golf course|breaking golf course records|bryson dechambeau course record series|i broke the course record|breaking course records|professional golfer|Can I Break A Public Course Record In One Try?|professional golf course""","30.97","none","997791","24280","1725","1580000","0.026062572222038484","220656133","Unknown"
"How to Ruin Geometry Dash","2024-10-30T19:00:06Z","GD Colon","Gaming","""gdcolon|gd colon|geometry dash|geometry dash lite|geometry dash free|battle pass|gacha|free games|if geometry dash was free|free mobile games being stinky and really really bad""","17.87","none","419821","26049","5556","686000","0.07528208450744484","164895041","CA"
"Doodie Lo - My Bruddas Keeper (Official Video)","2024-10-29T17:18:41Z","Doodie Lo","Music","""Doodie Lo|Lil Durk|OTF|Free Lil Durk|King Von|Free Smurk|doodie lo smurkio flow|doodie lo me and doodie lo|doodie lo i swear to god|doodie lo istg|doodie lo streets raised me|sony a7s iii best settings|sony a7s iii|lil durk type beats|lil durk deep thoughts|doodie lo new music 2024|lil durk new music 2024""","2.8","none","639420","36579","3833","126000","0.06320102592974884","46973397","US"
"FULL INNING: Dodgers score FIVE runs with 2 OUTS to TIE World Series Game 5!","2024-10-31T02:11:29Z","MLB","Sports","""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights""","21.87","none","2849566","24639","3104","5890000","0.009735868549807234","5834047098","Unknown"
"Atlas Goes Hands On","2024-10-30T13:44:10Z","Boston Dynamics","Science & Technology","""boston dynamics|atlas|electric atlas|robots|robotics|humanoid robot|boston dynamics atlas|boston dynamics electric robot atlas|what's new atlas|boston dynamics atlas parkour|boston dynamic robots|atlas robot|boston dynamics robot|boston dynamics atlas video|how does atlas work?""","2.88","none","1568280","59281","7302","3350000","0.0424560665187339","830046211","Unknown"
"I Got Every Fortnite Achievement","2024-10-29T02:32:39Z","LazarBeam","Gaming","""[none]""","31.88","none","3793651","133062","4349","22500000","0.036221307653234315","9587514319","AU"
"Tottenham Hotspur 2-1 Man City | Carabao Cup Highlights | Werner and Sarr send Spurs into quarters","2024-10-31T00:00:13Z","Tottenham Hotspur","Sports","""Spurs|Tottenham Hotspur|토트넘|손흥민""","8.17","none","3669228","50691","1848","3720000","0.014318815838100003","1405100189","GB"
"I bought a BROKEN BUGATTI VEYRON! My first million dollar hooptie?","2024-10-30T17:48:17Z","Hoovies Garage","Autos & Vehicles","""[none]""","18.48","none","749251","41587","5310","1580000","0.06259184171926364","474735238","Unknown"
"#BlackChicagoBeLikePart119👿Part 18","2024-10-29T03:00:06Z","Korporate Bidness","Entertainment","""korporate bidness|black chicago""","26.07","none","1244671","53542","20399","2610000","0.059406059914628044","609721126","US"
"RUUD'S FIRST GAME! | Manchester United v Leicester City extended highlights","2024-10-31T00:21:01Z","EFL","Sports","""EFL|Goal|Save|Championship|League One|League Two|Sky Bet|Football|Soccer|Premier League|Yesterday|yesterdays|goals|Carabao Cup|League""","11.07","none","2739511","51252","2023","535000","0.01944690129004775","139581801","GB"
"Stephen A. POINTS THE BLAME in the Yankees' World Series loss to the Dodgers | First Take","2024-10-31T15:07:20Z","ESPN MLB","Sports","""First Take|First Take full show|first take espn|espn first take|Stephen a smith|Stephen a|Stephen A. Smith|First Take on ESPN|first take|first take youtube|Stephen a first take|Stephen A. First Take|ESPN|espn|world series|los angeles dodgers|new york yankees|dodgers|yankees|los angeles dodgers vs new york yankees|new york yankees vs los angeles dodgers|baseball|dodgers vs yankees|mlb""","13.83","none","346165","4357","1686","350000","0.017456993052446086","814735688","US"
"The Many Sins of Halloween Decorations","2024-10-29T18:25:13Z","JonTronShow","Comedy","""jontron|jontronshow|halloween|decorations|funny|comedy""","13.55","none","899355","65387","3503","6520000","0.07659934063856876","1377161128","US"
